PointID,SurveyMethod,VisitNum,SurveyDate,Observer,Tide,SurveyTime,TempF,Sky,WindSp,Noise,AlphaCode,Distance,DistBand,CallType,TotalCount,Pass0-1,Pass1-2,Pass2-3,Pass3-4,Pass4-5,BLRA,LEBI,SORA,VIRA,KIRA,CLRA,AMBI,COMO,SOSP,Outside,Comments
249118_p10,foot,3,13-Jul-11,MDT,High,8:14 AM,85,0,0,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p13,motorboat/foot,2,8-Jun-11,MB,High/Falling,6:53 AM,82,0,1,1,GCFL,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p3,foot,2,8-Jun-11,MB,High/Falling,6:21 AM,74,0,1,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
249118_p4,vehicle/foot,2,8-Jun-11,MB,Low/Falling,8:45 AM,84,0,1,1,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p4,vehicle/foot,3,13-Jul-11,MDT,High/Rising,7:22 AM,85,0,0,1,GCFL,-,>100m,-,2,1,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p7,motorboat,2,8-Jun-11,DY,Low/Falling,6:57 AM,72,1,2,0,GCFL,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
73844_p10,motorboat,1,1-Jun-11,DY,High,7:48 AM,75,2,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
73844_p2,motorboat,1,1-Jun-11,MDT,High/Rising,7:50 AM,80,2,2,2,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
73844_p2,motorboat,2,14-Jun-11,MDT,High/Rising,7:11 AM,62,0,2,2,GCFL,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_HMD220,vehicle/foot,2,22-Jun-11,DY,High/Rising,5:40 AM,72,1,0,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_HMD222,vehicle/foot,3,7-Jul-11,DY,High/Rising,5:52 AM,72,2,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
74622_p1,motorboat/foot,3,7-Jul-11,DY,High/Falling,8:51 AM,75,2,2,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_p11,motorboat/foot,3,7-Jul-11,DY,High/Falling,8:23 AM,75,2,1,1,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_p4,motorboat/foot,1,16-May-11,DY,Low/Falling,7:48 AM,65,2,0,0,GCFL,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74622_p4,motorboat/foot,2,22-Jun-11,DY,High,7:31 AM,75,1,1,1,GCFL,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74622_p5,motorboat/foot,1,16-May-11,DY,Low,10:58 AM,75,1,1,0,GCFL,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
74622_p6,foot,1,16-May-11,DY,Low/Falling,5:58 AM,65,2,0,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
74622_p6,foot,2,22-Jun-11,DY,High,6:21 AM,72,1,2,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_p6,vehicle/foot,3,7-Jul-11,DY,High,6:17 AM,72,2,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
74622_p8,motorboat/foot,1,16-May-11,DY,Low,10:15 AM,75,1,1,0,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD409,vehicle/foot,2,19-Jun-11,MB,High/Falling,6:23 AM,70,5,0,1,GCFL,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p2,motorboat/foot,3,6-Jul-11,MDT,Low/Falling,10:04 AM,90,1,1,1,GCFL,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p4,motorboat/foot,3,6-Jul-11,MDT,High/Falling,8:51 AM,85,1,2,2,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
74630_p6,motorboat/foot,2,24-Jun-11,MDT,High/Falling,8:55 AM,80,1,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
74630_p9,motorboat/foot,2,24-Jun-11,MDT,High/Falling,8:31 AM,82,1,1,1,GCFL,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
74630_p9,motorboat/foot,3,6-Jul-11,MDT,Low/Falling,9:40 AM,90,1,1,2,GCFL,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p1,foot,2,16-Jun-11,MB,Low,9:06 AM,68,1,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
75410_p12,vehicle/foot,3,29-Jun-11,MDT,Low,7:01 AM,78,2,2,2,GCFL,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75809_p7,motorboat/foot,1,25-May-11,DY,High/Rising,6:33 AM,72,1,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
76201_HMD569,foot,3,30-Jun-11,MDT,Low/Rising,8:27 AM,78,1,1,0,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76201_HMD573,foot,3,30-Jun-11,MDT,Low/Rising,7:50 AM,70,1,2,1,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
76201_p5,vehicle/foot,3,30-Jun-11,MDT,Low/Rising,6:31 AM,74,1,0,0,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_HMD592,vehicle/foot,1,27-May-11,DY,Low/Rising,5:50 AM,68,1,2,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_HMD592,motorboat/foot,2,27-Jun-11,MB,High/Rising,6:11 AM,70,5,2,1,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p4,motorboat/foot,1,26-May-11,MB,High,10:03 AM,80,0,4,2,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
76985_p1,motorboat/foot,2,21-Jun-11,MDT,High,6:15 AM,72,1,1,1,GCFL,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77377_HMD615,vehicle,1,25-May-11,MDT,High/Rising,6:29 AM,67,1,2,2,GCFL,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
77377_HMD615,vehicle/foot,2,21-Jun-11,DY,High,6:30 AM,68,2,0,0,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
78558_p1,motorboat,3,12-Jul-11,MDT,High/Falling,8:33 AM,85,1,1,2,GCFL,-,>100m,-,2,0,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
78558_p5,motorboat,2,9-Jun-11,MDT,Low,9:46 AM,82,1,3,2,GCFL,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
78558_p7,motorboat,2,9-Jun-11,MDT,High/Falling,7:40 AM,80,0,0,2,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
78558_p7,motorboat,3,12-Jul-11,MDT,High/Falling,8:04 AM,83,1,2,2,GCFL,-,>100m,-,3,0,0,3,0,0,0,0,NA,0,0,0,NA,0,0,0,
80522_p2,foot,3,13-Jul-11,MDT,High/Rising,6:13 AM,80,1,0,1,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
80522_p6,motorboat/foot,2,8-Jun-11,MDT,Low/Falling,6:49 AM,80,0,1,2,GCFL,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_HMD585,vehicle/foot,2,27-Jun-11,MB,High/Rising,5:41 AM,70,5,0,0,GHOW,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_HMD445,foot,1,24-May-11,MB,High,6:24 AM,70,1,2,1,GLIB,-,>100m,-,3,2,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_HMD451,vehicle/foot,2,24-Jun-11,HR/LK,High/Rising,7:05 AM,74,1,4,1,GLIB,-,>100m,-,2,0,0,0,0,2,0,0,NA,0,0,0,NA,0,0,0,
243620_HMD458,foot,1,24-May-11,MB,High,7:44 AM,72,2,3,3,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
243620_HMD466,foot,1,24-May-11,MB,High/Falling,8:22 AM,70,2,3,2,GLIB,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_HMD466,vehicle/foot,2,24-Jun-11,HR/LK,High,8:24 AM,78,1,4,2,GLIB,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
243620_p3,motorboat/foot,2,24-Jun-11,DY,High/Rising,"06:12A,",74,2,3,1,GLIB,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_p7,motorboat/foot,1,24-May-11,DY,High/Rising,6:04 AM,65,1,3,2,GLIB,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
243620_p7,vehicle/foot,2,24-Jun-11,DY,High,6:55 AM,74,1,4,2,GLIB,-,>100m,-,5,0,0,5,0,0,0,0,NA,0,0,0,NA,0,0,0,
244794_HMD480,vehicle/foot,2,23-Jun-11,MB,High/Rising,5:42 AM,68,1,4,2,GLIB,-,>100m,-,6,0,0,0,0,0,6,0,NA,0,0,0,NA,0,0,0,
245191_HMD588,foot,3,28-Jun-11,DY,High,9:15 AM,78,2,4,2,GLIB,-,>100m,-,2,0,0,0,0,0,0,0,NA,2,0,0,NA,0,0,0,
245191_p3,motorboat/foot,2,13-Jun-11,DY,High,8:58 AM,65,2,4,3,GLIB,-,>100m,-,2,0,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,
245580_HMD557,vehicle/foot,2,18-Jun-11,MB,Low/Falling,8:28 AM,74,1,3,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
245580_HMD563,vehicle/foot,3,28-Jun-11,MDT,Low,6:59 AM,75,1,1,2,GLIB,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
247153_p6,motorboat/foot,3,12-Jul-11,DY,Low/Rising,6:32 AM,82,1,3,2,GLIB,-,>100m,-,2,0,0,0,0,2,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD424,motorboat,1,23-May-11,DY,High,7:07 AM,65,2,3,1,GLIB,-,>100m,-,4,0,0,0,0,4,0,0,NA,0,0,0,NA,0,0,0,
74630_p2,motorboat/foot,1,31-May-11,DY,Low/Rising,7:59 AM,82,0,1,1,GLIB,-,>100m,-,2,0,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p4,motorboat/foot,1,31-May-11,MDT,Low/Rising,7:41 AM,77,0,1,1,GLIB,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p6,motorboat/foot,1,31-May-11,MDT,Low/Rising,8:45 AM,0,0,0,0,GLIB,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p7,motorboat/foot,1,31-May-11,DY,Low/Rising,7:04 AM,80,1,0,1,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75023_p1,motorboat/foot,1,19-May-11,MB,Low/Falling,7:55 AM,72,1,1,0,GLIB,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
75023_p1,foot,3,29-Jun-11,MB,Low/Rising,7:27 AM,72,2,1,1,GLIB,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p11,motorboat/foot,1,19-May-11,MB,Low,10:28 AM,72,2,4,2,GLIB,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p12,motorboat/foot,2,16-Jun-11,DY,Low/Falling,6:40 AM,65,1,2,0,GLIB,-,>100m,-,4,0,0,1,0,0,0,0,NA,1,0,2,NA,0,0,0,
75023_p12,motorboat/foot,3,29-Jun-11,DY,Low/Rising,9:00 AM,75,2,2,1,GLIB,-,>100m,-,3,0,0,0,0,0,3,0,NA,0,0,0,NA,0,0,0,
75023_p3,motorboat/foot,2,16-Jun-11,DY,Low,9:11 AM,72,1,2,0,GLIB,-,>100m,-,2,1,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
75023_p3,motorboat/foot,3,29-Jun-11,DY,Low/Rising,7:52 AM,74,2,1,1,GLIB,-,>100m,-,10,0,0,0,0,0,0,0,NA,0,6,0,NA,0,4,0,
75023_p4,motorboat/foot,1,19-May-11,MB,Low/Falling,6:44 AM,70,1,1,1,GLIB,-,>100m,-,11,0,0,0,0,5,0,0,NA,0,6,0,NA,0,0,0,
75023_p4,motorboat/foot,2,16-Jun-11,DY,Low/Rising,9:48 AM,72,1,3,1,GLIB,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p4,motorboat/foot,3,29-Jun-11,DY,Low,6:24 AM,73,2,2,1,GLIB,-,>100m,-,8,0,0,1,1,0,0,6,NA,0,0,0,NA,0,0,0,
75023_p5,foot,3,29-Jun-11,MB,Low/Rising,8:20 AM,72,2,3,2,GLIB,-,>100m,-,2,0,0,0,0,0,0,0,NA,2,0,0,NA,0,0,0,
75023_p6,motorboat/foot,2,16-Jun-11,DY,Low,8:03 AM,68,2,2,1,GLIB,-,>100m,-,6,2,4,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p6,motorboat/foot,3,29-Jun-11,DY,Low/Rising,8:26 AM,75,2,2,1,GLIB,-,>100m,-,7,0,0,0,0,0,2,0,NA,1,0,0,NA,0,4,0,
75023_p7,motorboat/foot,1,19-May-11,MB,Low,9:33 AM,75,1,1,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
75023_p8,motorboat/foot,1,19-May-11,DY,High/Falling,6:21 AM,68,1,0,1,GLIB,-,>100m,-,4,0,0,4,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p8,foot,2,16-Jun-11,MB,Low/Rising,10:22 AM,72,1,4,2,GLIB,-,>100m,-,2,0,0,0,0,0,1,0,NA,0,0,1,NA,0,0,0,
75023_p8,foot,3,29-Jun-11,MB,Low,5:57 AM,68,2,3,1,GLIB,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p9,motorboat/foot,2,16-Jun-11,MB,Low,7:50 AM,62,1,2,0,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75023_p9,motorboat/foot,3,29-Jun-11,MB,Low,6:52 AM,70,2,1,1,GLIB,-,>100m,-,2,0,0,0,0,0,2,0,NA,0,0,0,NA,0,0,0,
75410_p14,motorboat/foot,3,1-Jul-11,MB,Low/Falling,6:33 AM,72,1,1,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
75416_HMD500,motorboat/foot,2,24-Jun-11,DY,High/Falling,8:55 AM,75,1,3,1,GLIB,-,>100m,-,5,0,4,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
75416_HMD500,motorboat/foot,3,18-Jul-11,DY,Low/Falling,8:29 AM,70,0,2,1,GLIB,-,>100m,-,3,2,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
75416_p1,vehicle/foot,2,24-Jun-11,DY,High,10:31 AM,75,1,3,1,GLIB,-,>100m,-,16,0,8,0,5,0,2,0,NA,0,0,0,NA,0,1,0,
75416_p2,motorboat/foot,1,24-May-11,DY,High/Falling,8:25 AM,72,2,2,1,GLIB,-,>100m,-,3,0,0,0,0,0,0,0,NA,0,0,0,NA,0,3,0,
75416_p2,motorboat/foot,2,24-Jun-11,DY,High,7:39 AM,75,1,4,1,GLIB,-,>100m,-,5,0,4,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
75416_p3,motorboat/foot,2,24-Jun-11,DY,High,8:19 AM,75,1,3,1,GLIB,-,>100m,-,11,0,1,1,0,4,2,0,NA,1,0,2,NA,0,0,0,
75416_p3,motorboat/foot,3,18-Jul-11,DY,Low/Falling,8:03 AM,70,0,4,3,GLIB,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75416_p4,motorboat/foot,1,24-May-11,DY,High,7:10 AM,70,1,3,2,GLIB,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75416_p4,motorboat/foot,2,24-Jun-11,DY,High/Falling,9:32 AM,75,1,3,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
75416_p5,motorboat,1,24-May-11,MDT,High,6:55 AM,68,1,3,2,GLIB,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
75416_p5,motorboat/foot,2,24-Jun-11,DY,High/Falling,10:00 AM,75,1,4,3,GLIB,-,>100m,-,14,14,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75416_p6,vehicle/foot,2,24-Jun-11,HR/LK,High/Falling,9:11 AM,80,1,3,2,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75416_p6,vehicle/foot,3,19-Jul-11,"HR, ND",Low/Falling,8:52 AM,85,1,3,1,GLIB,-,>100m,-,75,0,0,0,75,0,0,0,NA,0,0,0,NA,0,0,0,
75809_HMD556,foot,2,24-Jun-11,"HR, LK",High/Falling,10:07 AM,82,1,3,2,GLIB,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75809_p1,motorboat/foot,2,23-Jun-11,DY,High,7:00 AM,75,1,2,1,GLIB,-,>100m,-,3,2,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
75809_p2,motorboat/foot,2,23-Jun-11,DY,High,7:25 AM,75,1,2,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
75809_p4,motorboat/foot,1,25-May-11,MB,High/Rising,6:22 AM,68,1,2,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
75809_p6,motorboat ,2,23-Jun-11,DY,High,7:57 AM,75,1,3,1,GLIB,-,>100m,-,2,0,0,0,1,0,0,0,NA,0,0,0,NA,0,1,0,
75809_p7,motorboat/foot,1,25-May-11,DY,High/Rising,6:33 AM,72,1,2,1,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75809_p7,motorboat/foot,2,23-Jun-11,DY,High,6:32 AM,74,1,2,1,GLIB,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
76197_HMD488,vehicle/foot,2,23-Jun-11,MB,High/Falling,9:15 AM,78,2,4,2,GLIB,-,>100m,-,3,0,0,0,0,0,0,1,NA,0,0,0,NA,0,2,0,
76197_HMD488,vehicle/foot,3,15-Jul-11,MDT,High/Falling,6:16 AM,68,1,1,2,GLIB,-,>100m,-,8,0,0,7,1,0,0,0,NA,0,0,0,NA,0,0,0,
76197_HMD499,vehicle/foot,2,23-Jun-11,MB,High,7:46 AM,70,2,5,3,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
76197_HMD499,vehicle/foot,3,15-Jul-11,MDT,Low,8:06 AM,75,1,0,1,GLIB,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
76197_HMD515,vehicle/foot,1,21-May-11,DY,High-Falling,6:50 AM,68,0,2,2,GLIB,-,>100m,-,3,0,0,0,0,0,0,3,NA,0,0,0,NA,0,0,0,
76197_p5,"motorboat, foot",1,21-May-11,DY,Low/Falling,9:53 AM,75,1,2,0,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
76197_p5,motorboat/foot,2,27-Jun-11,MDT,Low,6:09 AM,72,5,2,1,GLIB,-,>100m,-,18,2,0,0,0,0,0,0,NA,0,0,0,NA,16,0,0,
76201_HMD568,foot,1,23-May-11,DY,Low/Falling,9:15 AM,68,2,4,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
76201_HMD573,foot,1,23-May-11,DY,Low/Falling,10:53 AM,75,2,3,1,GLIB,-,>100m,-,5,5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_HMD593,vehicle/foot,3,19-Jul-11,DC,High,6:57 AM,NA,1,3,0,GLIB,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
76984_p6,motorboat/foot,1,26-May-11,DY,High,8:53 AM,75,1,4,1,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
76984_p7,motorboat/foot,2,27-Jun-11,MB,High,9:40 AM,80,1,2,1,GLIB,-,>100m,-,3,0,3,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p9,motorboat/foot,2,27-Jun-11,MB,High/Rising,8:46 AM,75,1,3,1,GLIB,-,>100m,-,3,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p9,motorboat/foot,3,11-Jul-11,MB,High,9:57 AM,82,0,4,2,GLIB,-,>100m,-,3,0,0,0,0,0,3,0,NA,0,0,0,NA,0,0,0,
77377_p6,motorboat/foot,3,5-Jul-11,MB,High/Falling,8:06 AM,75,2,2,1,GLIB,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
77377_p9,motorboat/foot,2,21-Jun-11,MB,High/Falling,7:15 AM,70,2,0,1,GLIB,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
77771_p10,motorboat/foot,1,11-May-11,MB,High/Rising,6:42 AM,58,1,2,1,GLIB,-,>100m,-,5,0,0,0,0,5,0,0,NA,0,0,0,NA,0,0,0,
77771_p10,motorboat/foot,2,10-Jun-11,MB,High,6:37 AM,75,1,1,0,GLIB,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p10,motorboat/foot,3,14-Jul-11,MDT,Low/Falling,7:21 AM,69,1,4,2,GLIB,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
77771_p12,motorboat/foot,2,10-Jun-11,MB,High,7:54 AM,80,1,1,1,GLIB,-,>100m,-,3,0,0,0,0,0,0,0,NA,0,0,3,NA,0,0,0,
77771_p15,motorboat/foot,3,14-Jul-11,MB,Low,6:13 AM,68,0,4,2,GLIB,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
77771_p3,motorboat/foot,1,11-May-11,MB,High/Rising,6:00 AM,55,1,3,1,GLIB,-,>100m,-,3,0,0,0,0,0,0,0,NA,0,0,3,NA,0,0,0,
77771_p3,motorboat/foot,2,10-Jun-11,MDT,High/Rising,6:09 AM,76,0,0,2,GLIB,-,>100m,-,9,0,9,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p7,motorboat/foot,1,11-May-11,DY,High/Rising,6:39 AM,58,1,2,0,GLIB,-,>100m,-,8,0,0,0,0,0,0,0,NA,5,0,0,NA,0,3,0,
77771_p9,motorboat/foot,3,14-Jul-11,MB,Low,7:32 AM,72,0,4,3,GLIB,-,>100m,-,22,0,0,22,0,0,0,0,NA,0,0,0,NA,0,0,0,
78558_p4,motorboat/foot,1,20-Apr-11,MB,Low/Rising,7:18 AM,75,1,2,1,GLIB,-,>100m,-,6,0,0,0,0,6,0,0,NA,0,0,0,NA,0,0,0,
80522_p14,motorboat/foot,3,13-Jul-11,DY,High,8:33 AM,82,0,2,1,GLIB,-,>100m,-,2,0,0,0,0,2,0,0,NA,0,0,0,NA,0,0,0,
243611_HMD224,vehicle/foot,2,22-Jun-11,MB,High/Rising,5:24 AM,67,1,1,1,GRCA,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_HMD458,foot,1,24-May-11,MB,High,7:44 AM,72,2,3,3,GRCA,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
245191_p2,motorboat/foot,3,28-Jun-11,MB,High/Rising,6:54 AM,72,0,4,2,GRCA,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
245191_p6,motorboat/foot,3,28-Jun-11,MB,High/Rising,7:22 AM,72,1,4,2,GRCA,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75018_HMD343,motorboat/foot,2,7-Jun-11,MB,High,6:49 AM,75,0,1,2,GRCA,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75018_p1,motorboat/foot,2,7-Jun-11,DY,High/Falling,8:37 AM,75,0,1,0,GRCA,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
75023_p4,motorboat/foot,3,29-Jun-11,DY,Low,6:24 AM,73,2,2,1,GRCA,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
75416_HMD500,motorboat/foot,2,24-Jun-11,DY,High/Falling,8:55 AM,75,1,3,1,GRCA,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p3,motorboat,3,11-Jul-11,MDT,High/Rising,9:05 AM,84,0,2,1,GRCA,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
76985_HMD596,vehicle/foot,3,5-Jul-11,MDT,Low/Falling,5:59 AM,78,5,2,1,GRCA,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
78558_p14,motorboat,2,9-Jun-11,MDT,High/Falling,6:28 AM,75,0,0,2,GRCA,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_HMD224,vehicle/foot,1,20-May-11,MB,High,6:03 AM,58,1,3,1,GREG,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
243611_p2,motorboat,2,22-Jun-11,MDT,High/Falling,9:28 AM,78,1,1,1,GREG,-,>100m,-,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,2,
243611_p4,motorboat/foot,3,7-Jul-11,MDT,High,8:19 AM,75,2,2,2,GREG,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
243611_p8,vehicle/foot,3,7-Jul-11,MDT,High,5:44 AM,70,1,2,1,GREG,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
